"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 30, 2019","56.14","68.88","69.10","54.54","44.86K","-18.77%"
"Jul 29, 2019","69.11","64.74","70.68","64.74","33.88K","6.19%"
"Jul 26, 2019","65.08","61.50","65.47","61.50","26.18K","7.16%"
"Jul 25, 2019","60.73","54.00","60.80","54.00","28.83K","11.90%"
"Jul 24, 2019","54.27","54.18","54.27","51.45","27.52K","0.17%"
"Jul 23, 2019","54.18","55.20","56.64","54.18","6.68K","-1.85%"
"Jul 22, 2019","55.20","55.70","56.94","53.98","14.90K","-1.29%"
"Jul 19, 2019","55.92","58.15","58.49","55.65","16.02K","-2.39%"
"Jul 18, 2019","57.29","56.12","58.47","56.03","25.45K","2.19%"
"Jul 17, 2019","56.06","51.48","56.07","51.48","48.78K","8.90%"
"Jul 16, 2019","51.48","48.05","52.57","48.04","20.76K","6.98%"
"Jul 15, 2019","48.12","44.24","48.12","44.24","16.32K","7.92%"
"Jul 12, 2019","44.59","45.03","45.15","44.19","5.00K","-1.13%"
"Jul 11, 2019","45.10","42.19","45.60","42.00","28.83K","5.97%"
"Jul 10, 2019","42.56","44.84","44.84","42.27","39.43K","-6.81%"
"Jul 09, 2019","45.67","45.78","47.83","45.62","10.16K","0.62%"
"Jul 08, 2019","45.39","43.62","45.39","42.58","16.59K","4.08%"
"Jul 05, 2019","43.61","45.63","45.63","43.24","12.25K","-4.39%"
"Jul 03, 2019","45.61","45.81","46.52","45.40","3.85K","-0.93%"
"Jul 02, 2019","46.04","41.72","46.48","41.72","17.95K","10.41%"
"Jul 01, 2019","41.70","38.79","42.47","38.78","13.49K","0.00%"
"Jun 28, 2019","41.70","42.43","43.68","41.58","29.68K","-5.36%"
"Jun 27, 2019","44.06","43.60","44.50","42.98","6.83K","1.26%"
"Jun 26, 2019","43.51","46.08","46.08","42.70","20.12K","-9.26%"
"Jun 25, 2019","47.95","47.46","47.95","46.50","7.31K","3.43%"
"Jun 24, 2019","46.36","44.53","46.63","44.53","15.58K","2.20%"
"Jun 21, 2019","45.36","44.47","45.86","44.16","12.11K","0.87%"
"Jun 20, 2019","44.97","45.46","45.46","42.92","26.47K","-7.30%"
"Jun 19, 2019","48.51","47.22","49.40","46.80","17.27K","2.26%"
"Jun 18, 2019","47.44","48.97","48.97","45.85","36.48K","-5.55%"
"Jun 17, 2019","50.23","53.72","54.52","49.84","18.15K","-4.32%"
"Jun 14, 2019","52.50","48.71","52.89","48.71","25.21K","6.92%"
"Jun 13, 2019","49.10","49.60","51.18","49.10","19.36K","-6.95%"
"Jun 12, 2019","52.77","50.21","52.99","50.21","28.83K","9.35%"
"Jun 11, 2019","48.26","47.00","48.38","46.15","13.92K","0.17%"
"Jun 10, 2019","48.18","45.82","48.31","44.79","17.47K","3.32%"
"Jun 07, 2019","46.63","46.08","47.26","45.46","13.74K","1.19%"
"Jun 06, 2019","46.08","46.87","47.80","45.28","15.55K","-2.06%"
"Jun 05, 2019","47.05","42.44","47.69","42.44","19.75K","11.33%"
"Jun 04, 2019","42.26","44.30","45.08","42.06","26.46K","-7.22%"
"Jun 03, 2019","45.55","46.23","47.37","45.10","11.75K","-2.61%"
"May 31, 2019","46.77","47.69","47.87","45.03","24.28K","3.73%"
"May 30, 2019","45.09","41.62","45.21","41.50","12.04K","8.16%"
"May 29, 2019","41.69","43.61","44.82","41.69","32.26K","-0.19%"
"May 28, 2019","41.77","39.92","41.86","39.91","18.68K","3.75%"
"May 24, 2019","40.26","39.96","41.41","38.22","14.30K","0.10%"
"May 23, 2019","40.22","36.92","40.52","36.92","28.34K","14.23%"
"May 22, 2019","35.21","32.03","35.21","32.03","16.86K","11.64%"
"May 21, 2019","31.54","33.12","33.26","31.48","12.31K","-6.19%"
"May 20, 2019","33.62","32.90","33.92","32.70","21.65K","2.19%"
"May 17, 2019","32.90","31.05","32.90","31.05","14.85K","6.96%"
"May 16, 2019","30.76","30.23","30.95","29.94","14.88K","-0.93%"
"May 15, 2019","31.05","33.19","33.20","30.98","15.62K","-2.30%"
"May 14, 2019","31.78","33.50","33.55","31.18","17.38K","-6.50%"
"May 13, 2019","33.99","32.12","34.39","32.12","16.88K","7.12%"
"May 10, 2019","31.73","32.69","33.86","31.50","9.74K","-2.55%"
"May 09, 2019","32.56","33.08","34.39","32.25","22.87K","0.25%"
"May 08, 2019","32.48","33.36","33.90","31.55","24.93K","-2.43%"
"May 07, 2019","33.29","33.77","34.63","33.29","17.24K","1.25%"
"May 06, 2019","32.88","34.41","35.04","32.68","32.04K","-1.44%"
"May 03, 2019","33.36","35.00","35.00","32.93","30.54K","-4.77%"
"May 02, 2019","35.03","33.42","35.76","33.42","63.04K","7.69%"
"May 01, 2019","32.53","30.11","32.60","29.88","43.70K","8.04%"
"Apr 30, 2019","30.11","28.14","30.47","27.87","31.02K","5.17%"
"Apr 29, 2019","28.63","28.47","29.09","28.21","11.95K","0.53%"
"Apr 26, 2019","28.48","28.02","29.28","27.59","40.74K","3.23%"
"Apr 25, 2019","27.59","26.14","27.64","26.14","37.32K","5.10%"
"Apr 24, 2019","26.25","24.95","26.25","24.95","33.36K","4.37%"
"Apr 23, 2019","25.15","25.30","25.64","24.50","26.47K","-0.59%"
"Apr 22, 2019","25.30","26.64","27.31","25.25","38.59K","-8.47%"
"Apr 18, 2019","27.64","26.31","27.77","26.31","31.50K","4.18%"
"Apr 17, 2019","26.53","25.74","26.75","25.28","16.58K","2.71%"
"Apr 16, 2019","25.83","25.99","26.85","25.75","23.14K","-1.34%"
"Apr 15, 2019","26.18","25.79","26.29","25.22","36.58K","2.39%"
"Apr 12, 2019","25.57","25.77","26.05","24.73","73.08K","-9.49%"
"Apr 11, 2019","28.25","28.25","28.97","27.26","34.29K","3.06%"
"Apr 10, 2019","27.41","27.40","27.94","27.05","16.88K","-1.90%"
"Apr 09, 2019","27.94","26.58","28.11","26.56","48.66K","5.59%"
"Apr 08, 2019","26.46","26.77","26.91","25.76","27.22K","-1.60%"
"Apr 05, 2019","26.89","28.93","28.93","26.80","47.57K","-8.19%"
"Apr 04, 2019","29.29","30.14","30.77","29.20","20.79K","-3.62%"
"Apr 03, 2019","30.39","27.84","30.74","27.72","29.44K","8.34%"
"Apr 02, 2019","28.05","27.25","28.07","26.80","29.57K","2.41%"
"Apr 01, 2019","27.39","27.71","27.71","26.74","15.25K","-3.01%"
"Mar 29, 2019","28.24","27.77","28.29","26.98","21.40K","0.14%"
"Mar 28, 2019","28.20","29.46","29.71","28.13","10.44K","-2.99%"
"Mar 27, 2019","29.07","28.33","29.80","28.33","14.16K","1.22%"
"Mar 26, 2019","28.72","29.28","29.28","27.61","36.21K","-5.00%"
"Mar 25, 2019","30.23","30.93","31.84","29.77","26.84K","-0.43%"
"Mar 22, 2019","30.36","27.90","30.89","27.90","70.62K","12.15%"
"Mar 21, 2019","27.07","28.02","28.02","26.74","22.55K","-2.45%"
"Mar 20, 2019","27.75","30.35","30.45","26.71","47.86K","-8.29%"
"Mar 19, 2019","30.26","29.00","30.57","28.50","12.29K","2.13%"
"Mar 18, 2019","29.63","31.70","31.70","29.49","22.25K","-7.55%"
"Mar 15, 2019","32.05","31.84","32.57","31.78","10.11K","2.07%"
"Mar 14, 2019","31.40","31.20","31.40","30.83","16.16K","0.16%"
"Mar 13, 2019","31.35","31.92","32.34","30.75","13.69K","-4.22%"
"Mar 12, 2019","32.73","34.76","34.76","32.73","12.81K","-7.18%"
"Mar 11, 2019","35.26","36.86","36.86","34.99","19.49K","-4.34%"
"Mar 08, 2019","36.86","35.74","37.50","35.74","32.21K","8.67%"
"Mar 07, 2019","33.92","32.60","34.23","32.60","28.32K","2.79%"
"Mar 06, 2019","33.00","31.59","33.00","31.59","26.15K","7.56%"
"Mar 05, 2019","30.68","30.14","31.29","29.94","14.52K","1.79%"
"Mar 04, 2019","30.14","30.03","31.82","29.77","12.19K","-2.74%"
"Mar 01, 2019","30.99","32.05","32.24","30.84","27.09K","-6.37%"
"Feb 28, 2019","33.10","31.96","33.63","31.96","27.13K","1.97%"
"Feb 27, 2019","32.46","31.60","32.70","31.04","22.68K","0.31%"
"Feb 26, 2019","32.36","30.67","32.48","30.20","36.42K","4.79%"
"Feb 25, 2019","30.88","31.51","31.54","30.42","30.10K","-1.50%"
"Feb 22, 2019","31.35","30.99","31.48","30.03","31.07K","-0.79%"
"Feb 21, 2019","31.60","30.00","31.95","29.87","39.93K","6.22%"
"Feb 20, 2019","29.75","31.02","31.02","29.15","17.68K","-3.16%"
