Date,Price,Open,High,Low,Vol.,Change %
13-Dec-16,774.34 ,764.96 ,782.46 ,762.00 ,5.29M,1.87%
12-Dec-16,760.12 ,766.40 ,766.89 ,757.20 ,2.96M,-1.11%
09-Dec-16,768.66 ,770.00 ,770.25 ,765.34 ,2.47M,0.17%
08-Dec-16,767.33 ,771.87 ,773.79 ,765.19 ,3.19M,-0.40%
07-Dec-16,770.42 ,764.55 ,770.42 ,755.82 ,3.68M,0.75%
06-Dec-16,764.72 ,763.99 ,768.24 ,757.25 ,3.79M,0.71%
05-Dec-16,759.36 ,745.00 ,761.49 ,742.00 ,4.31M,2.57%
02-Dec-16,740.34 ,743.40 ,748.49 ,736.70 ,3.56M,-0.45%
01-Dec-16,743.65 ,752.41 ,753.37 ,738.03 ,4.67M,-0.92%
30-Nov-16,750.57 ,762.00 ,768.09 ,750.25 ,4.63M,-1.57%
29-Nov-16,762.52 ,768.00 ,769.89 ,761.32 ,3.27M,-0.55%
28-Nov-16,766.77 ,776.99 ,777.00 ,764.24 ,4.44M,-1.74%
25-Nov-16,780.37 ,786.50 ,786.75 ,777.90 ,1.84M,0.03%
23-Nov-16,780.12 ,781.73 ,781.75 ,773.12 ,3.54M,-0.66%
22-Nov-16,785.33 ,788.17 ,792.40 ,781.00 ,5.31M,0.68%
21-Nov-16,780.00 ,766.00 ,780.35 ,765.11 ,4.61M,2.61%
18-Nov-16,760.16 ,761.00 ,767.74 ,757.64 ,4.37M,0.50%
17-Nov-16,756.40 ,749.32 ,757.50 ,748.00 ,3.69M,1.33%
16-Nov-16,746.49 ,739.88 ,749.87 ,735.61 ,3.65M,0.44%
15-Nov-16,743.24 ,730.00 ,746.78 ,725.99 ,6.76M,3.36%
14-Nov-16,719.07 ,745.51 ,746.00 ,710.10 ,7.32M,-2.70%
11-Nov-16,739.01 ,735.73 ,743.26 ,728.90 ,6.62M,-0.45%
10-Nov-16,742.38 ,778.81 ,778.83 ,717.70 ,12.75M,-3.82%
09-Nov-16,771.88 ,764.00 ,777.50 ,760.09 ,8.56M,-2.01%
08-Nov-16,787.75 ,784.97 ,791.74 ,779.10 ,3.41M,0.36%
07-Nov-16,784.93 ,771.64 ,787.73 ,770.94 ,5.98M,3.96%
04-Nov-16,755.05 ,762.79 ,766.00 ,753.23 ,5.12M,-1.56%
03-Nov-16,767.03 ,765.05 ,777.00 ,764.00 ,3.87M,0.19%
02-Nov-16,765.56 ,783.93 ,784.75 ,763.55 ,5.03M,-2.53%
01-Nov-16,785.41 ,799.00 ,800.84 ,776.71 ,5.31M,-0.56%
31-Oct-16,789.82 ,781.03 ,793.70 ,780.11 ,5.41M,1.74%
28-Oct-16,776.32 ,782.00 ,789.49 ,774.61 ,10.84M,-5.14%
27-Oct-16,818.36 ,831.24 ,831.72 ,815.43 ,7.41M,-0.51%
26-Oct-16,822.59 ,832.76 ,833.44 ,820.00 ,4.00M,-1.51%
25-Oct-16,835.18 ,839.30 ,843.09 ,833.22 ,3.25M,-0.35%
